,REF,Review Date,Cocoa Percent,Ingredients,Rating
791,1880,2016,75.0,3,2.75
792,2052,2018,71.5,3,2.75
793,2052,2018,72.0,3,3.5
794,2096,2018,80.0,2,3.5
795,2696,2021,78.0,3,3.25
796,2390,2019,75.0,2,2.5
797,2390,2019,70.0,2,2.75
798,2390,2019,75.0,2,3.0
799,523,2010,70.0,3,2.5
800,516,2010,70.0,3,3.5
801,516,2010,72.0,3,3.75
802,523,2010,70.0,3,3.75
803,697,2011,72.0,3,3.0
804,697,2011,71.0,3,3.25
805,661,2011,65.0,3,3.5
806,765,2011,71.0,3,3.5
807,623,2011,72.0,3,3.75
808,923,2012,72.0,3,3.75
809,1331,2014,70.0,4,3.5
810,1331,2014,76.0,4,3.75
811,1662,2015,70.0,4,4.0
812,1964,2017,70.0,4,2.75
813,2100,2018,80.0,4,3.25
814,2366,2019,70.0,4,3.5
815,2648,2021,70.0,4,3.5
816,1506,2015,70.0,2,3.25
817,841,2012,82.0,,2.75
818,1630,2015,70.0,3,3.25
819,1630,2015,70.0,3,3.25
820,1626,2015,70.0,3,3.5
821,1626,2015,70.0,3,3.5
822,1630,2015,70.0,3,4.0
823,2040,2018,70.0,3,4.0
824,1343,2014,70.0,3,3.25
825,1343,2014,70.0,3,3.5
826,1343,2014,70.0,3,3.75
827,1812,2016,70.0,3,3.25
828,1812,2016,70.0,3,3.25
829,919,2012,72.0,3,2.75
830,2358,2019,80.0,2,3.5
831,1876,2016,68.0,2,3.0
832,2534,2020,70.0,2,3.0
833,2534,2020,70.0,2,3.0
834,252,2008,71.0,4,2.75
835,709,2011,75.0,4,3.75
836,32,2006,70.0,5,2.75
837,206,2008,74.0,5,2.5
838,206,2008,58.0,5,2.5
839,206,2008,61.0,5,3.0
840,439,2009,60.5,5,2.75
841,439,2009,70.0,5,3.0
842,1662,2015,70.0,5,3.75
843,2382,2019,70.0,3,3.5
844,1137,2013,60.0,2,2.75
845,1137,2013,70.0,2,3.25
846,1450,2015,79.0,3,3.0
847,1454,2015,78.0,3,3.5
848,2114,2018,70.0,2,3.25
849,2108,2018,70.0,2,3.5
850,2108,2018,70.0,2,3.5
851,2118,2018,70.0,2,3.5
852,1916,2016,75.0,2,3.25
853,2198,2018,72.0,2,3.0
854,2350,2019,70.0,3,2.5
855,2350,2019,80.0,3,3.0
856,2350,2019,72.0,3,3.5
857,565,2010,80.0,,3.25
858,1209,2014,80.0,3,3.0
859,1205,2014,70.0,3,3.25
860,1209,2014,74.0,3,3.25
861,252,2008,72.0,4,3.0
862,414,2009,65.0,4,2.0
863,431,2009,74.0,4,2.75
864,423,2009,81.0,4,3.5
865,903,2012,70.0,4,2.75
866,2570,2021,65.0,3,3.0
867,2570,2021,70.0,2,3.5
868,666,2011,55.0,4,2.5
869,666,2011,55.0,4,2.5
870,666,2011,70.0,4,2.5
871,672,2011,62.0,4,2.5
872,666,2011,62.0,4,2.75
873,1275,2014,80.0,3,3.0
874,1275,2014,80.0,3,3.5
875,1275,2014,80.0,3,3.75
876,2142,2018,80.0,3,3.5
877,2664,2021,70.0,3,3.0
878,2450,2019,73.0,3,3.0
879,565,2010,75.0,2,2.75
880,1736,2016,76.0,2,2.5
881,1736,2016,76.0,2,2.75
882,1732,2016,76.0,2,3.0
883,105,2006,62.0,5,2.0
884,48,2006,64.0,5,3.0
885,48,2006,65.0,5,3.0
886,105,2006,74.0,5,3.0
887,48,2006,72.0,5,3.5
888,56,2006,68.0,5,4.0
889,494,2010,58.0,5,3.5
890,1283,2014,65.0,3,2.25
891,1287,2014,85.0,3,2.5
892,1283,2014,80.0,3,3.0
893,1283,2014,70.0,3,3.25
894,2474,2020,70.0,3,2.75
895,2482,2020,70.0,3,2.75
896,2478,2020,70.0,3,3.0
897,2486,2020,70.0,3,3.25
898,2398,2019,73.0,4,3.25
899,2394,2019,72.0,4,3.5
900,2398,2019,69.0,4,3.5
901,2398,2019,72.0,4,3.75
902,2154,2018,75.0,2,2.75
903,2154,2018,75.0,2,2.75
904,2154,2018,75.0,2,3.0
905,2150,2018,75.0,2,3.5
906,2202,2018,70.0,3,3.0
907,2206,2018,68.0,3,3.5
908,2206,2018,70.0,3,3.5
909,1267,2014,72.0,3,2.75
910,1776,2016,70.0,6,2.75
911,1776,2016,80.0,6,2.75
912,1772,2016,70.0,2,2.75
913,1776,2016,75.0,2,3.5
914,1776,2016,67.0,2,3.75
915,2076,2018,72.0,2,2.75
916,2072,2018,70.0,2,3.0
917,2072,2018,70.0,2,3.0
918,2072,2018,70.0,2,3.25
919,2072,2018,68.0,2,3.5
920,2430,2019,70.0,2,3.0
921,2430,2019,70.0,2,3.5
922,2712,2021,72.0,2,3.5
923,2712,2021,72.0,2,3.5
924,2318,2019,70.0,2,3.0
925,2322,2019,70.0,2,3.0
926,2322,2019,70.0,2,3.0
927,2322,2019,70.0,2,3.0
928,2318,2019,70.0,2,3.25
929,2322,2019,70.0,2,3.75
930,2326,2019,70.0,2,3.75
931,915,2012,60.0,3,3.5
932,911,2012,70.0,3,3.75
933,1355,2014,70.0,3,3.5
934,1355,2014,70.0,3,3.75
935,2044,2018,60.0,4,2.5
936,2100,2018,70.0,3,3.0
937,2122,2018,85.0,2,3.0
938,2100,2018,70.0,3,3.25
939,2118,2018,72.0,2,3.5
940,1351,2014,60.0,4,3.5
941,1351,2014,65.0,4,3.5
942,1542,2015,80.0,4,3.0
943,1538,2015,70.0,4,3.5
944,1538,2015,75.0,4,3.5
945,781,2011,70.0,2,3.5
946,785,2011,65.0,2,3.5
947,887,2012,81.0,2,2.0
948,883,2012,70.0,2,2.5
949,883,2012,66.0,2,3.5
950,1042,2013,66.0,2,3.5
951,1209,2014,80.0,2,3.0
952,1295,2014,68.0,2,3.25
953,1634,2015,73.0,2,3.5
954,1940,2017,70.0,2,3.5
955,2430,2019,71.0,3,3.25
956,370,2009,80.0,3,2.75
957,370,2009,70.0,3,3.0
958,370,2009,70.0,3,3.25
959,370,2009,65.0,3,3.5
960,636,2011,74.0,3,2.75
961,682,2011,74.0,3,2.75
962,688,2011,74.0,3,3.0
963,642,2011,70.0,3,3.25
964,682,2011,72.0,3,3.25
965,745,2011,76.0,3,3.25
966,642,2011,72.0,3,3.5
967,642,2011,70.0,3,3.5
968,745,2011,70.0,3,4.0
969,931,2012,69.0,2,3.0
970,899,2012,69.0,2,3.5
971,899,2012,69.0,2,3.5
972,915,2012,74.0,3,4.0
973,927,2012,69.0,2,4.0
974,1030,2013,72.0,3,3.25
975,1081,2013,72.0,3,3.75
976,1117,2013,70.0,3,3.75
977,1149,2013,70.0,3,4.0
978,1383,2014,70.0,3,3.0
979,1383,2014,70.0,3,3.5
980,1383,2014,70.0,3,3.5
981,1387,2014,70.0,3,3.5
982,2024,2017,70.0,3,3.5
983,2028,2017,70.0,3,3.5
984,2024,2017,70.0,3,3.75
985,2174,2018,72.0,3,3.25
986,2174,2018,72.0,3,3.5
987,2708,2021,74.0,3,3.0
988,2642,2021,68.0,3,3.25
989,2708,2021,74.0,3,3.25
990,2642,2021,68.0,3,3.5
991,2644,2021,70.0,3,3.5
992,2704,2021,70.0,3,3.5
993,2644,2021,70.0,3,3.75
994,2644,2021,68.0,3,4.0
995,2000,2017,70.0,2,3.5
996,2000,2017,70.0,2,3.75
997,1375,2014,70.0,2,3.5
998,1375,2014,70.0,2,3.5
999,1375,2014,70.0,2,4.0
1000,1912,2016,70.0,2,3.5
1001,1956,2017,70.0,3,3.75
1002,2126,2018,60.0,3,3.0
1003,2130,2018,70.0,3,3.0
1004,2126,2018,70.0,3,3.25
1005,2134,2018,70.0,3,3.25
1006,2122,2018,68.0,3,3.5
1007,2130,2018,70.0,3,3.5
1008,2122,2018,70.0,3,3.75
1009,2126,2018,70.0,3,3.75
1010,2130,2018,70.0,3,3.75
1011,2126,2018,70.0,3,4.0
1012,2130,2018,70.0,3,4.0
1013,623,2011,70.0,3,3.25
1014,623,2011,70.0,3,3.5
1015,623,2011,70.0,3,3.5
1016,895,2012,70.0,3,3.25
1017,899,2012,70.0,3,3.25
1018,899,2012,70.0,3,3.25
1019,923,2012,70.0,3,3.75
1020,1034,2013,70.0,3,3.25
1021,1034,2013,70.0,3,3.5
1022,1259,2014,70.0,3,3.5
1023,1680,2015,60.0,3,3.0
1024,1680,2015,85.0,3,3.25
1025,781,2011,70.0,3,3.0
1026,753,2011,66.0,3,3.25
1027,863,2012,70.0,3,2.5
1028,1185,2013,75.0,3,3.0
1029,1046,2013,70.0,3,3.75
1030,1359,2014,76.0,3,3.0
1031,1347,2014,70.0,3,3.75
1032,1780,2016,74.0,2,3.75
1033,1780,2016,74.0,2,4.0
1034,2366,2019,85.0,2,3.5
1035,2278,2019,74.0,2,3.75
1036,2550,2021,77.0,2,3.25
1037,2554,2021,68.0,4,3.75
1038,2664,2021,72.0,3,3.75
1039,2174,2018,70.0,3,2.5
1040,2190,2018,70.0,2,3.0
1041,2202,2018,70.0,2,3.0
1042,2202,2018,70.0,3,3.5
1043,1367,2014,85.0,3,2.5
1044,1642,2015,65.0,4,3.25
1045,1646,2015,70.0,4,3.5
1046,1646,2015,80.0,4,3.5
1047,1646,2015,75.0,4,3.5
1048,1642,2015,70.0,4,4.0
1049,2012,2017,77.0,3,3.5
1050,2012,2017,75.0,3,3.5
1051,2096,2018,72.0,3,2.75
1052,2282,2019,75.0,3,2.75
1053,1672,2015,66.0,2,3.0
1054,1848,2016,70.0,2,3.5
1055,1924,2016,77.0,3,2.75
1056,1924,2016,77.0,3,3.25
1057,1924,2016,77.0,3,3.25
1058,2032,2017,70.0,3,3.25
1059,2446,2019,73.0,3,2.5
1060,2446,2019,73.0,3,3.0
1061,2602,2021,70.0,3,3.75
1062,2194,2018,70.0,2,2.75
1063,2642,2021,70.0,2,3.0
1064,2642,2021,70.0,2,3.25
1065,2644,2021,70.0,2,3.25
1066,741,2011,72.0,5,3.0
1067,2692,2021,72.0,3,3.5
1068,2692,2021,70.0,3,3.5
1069,2692,2021,75.0,3,3.5
1070,2696,2021,73.0,3,3.5
1071,15,2006,70.0,5,2.5
1072,1896,2016,70.0,2,3.5
1073,2382,2019,73.0,2,2.5
1074,2696,2021,70.0,3,3.0
1075,241,2008,71.0,5,2.5
1076,363,2009,60.0,5,2.75
1077,494,2010,82.0,5,3.25
1078,355,2009,64.0,4,3.0
1079,355,2009,64.0,4,3.0
1080,355,2009,64.0,4,3.0
1081,355,2009,76.0,4,3.0
1082,355,2009,64.0,4,3.25
1083,2060,2018,70.0,4,2.75
1084,87,2006,65.0,5,2.5
1085,15,2006,65.0,5,3.0
1086,99,2006,61.0,5,3.0
1087,87,2006,65.0,5,3.5
1088,93,2006,65.0,5,3.5
1089,93,2006,61.0,5,3.5
1090,147,2007,72.0,5,3.5
1091,259,2008,65.0,5,3.0
1092,276,2008,64.0,5,3.0
1093,276,2008,65.0,5,3.5
1094,316,2009,55.0,5,3.0
1095,387,2009,91.0,5,3.0
1096,387,2009,70.0,5,3.5
1097,552,2010,65.0,5,3.0
1098,654,2011,72.0,5,2.75
1099,654,2011,61.0,5,3.25
1100,654,2011,72.0,5,3.25
1101,1053,2013,65.0,5,2.75
1102,1053,2013,65.0,5,2.75
1103,1053,2013,65.0,5,3.25
1104,1053,2013,65.0,5,3.5
1105,1602,2015,70.0,5,3.75
1106,1205,2014,100.0,,2.0
1107,1197,2014,80.0,3,2.75
1108,1197,2014,74.0,3,2.75
1109,1201,2014,65.0,3,2.75
1110,1201,2014,70.0,3,3.0
1111,1201,2014,80.0,3,3.0
1112,1197,2014,75.0,3,3.25
1113,1201,2014,66.0,3,3.25
1114,1197,2014,70.0,3,3.5
1115,166,2007,77.0,4,2.5
1116,1327,2014,55.0,4,2.75
1117,1327,2014,70.0,4,3.0
1118,701,2011,70.0,,3.0
1119,1696,2015,67.0,3,3.0
1120,1700,2015,77.0,3,3.5
1121,1700,2015,74.0,3,3.5
1122,1808,2016,85.0,3,3.25
1123,2040,2018,75.0,3,3.0
1124,2330,2019,70.0,3,3.0
1125,2270,2019,70.0,3,3.25
1126,2382,2019,65.0,3,2.75
1127,2378,2019,72.0,3,3.25
1128,2378,2019,70.0,3,3.5
1129,2606,2021,70.0,2,3.5
1130,1876,2016,64.0,3,2.75
1131,2302,2019,71.0,4,2.5
1132,2306,2019,71.0,4,2.5
1133,2302,2019,71.0,4,3.0
1134,1748,2016,70.0,3,3.25
1135,1748,2016,74.0,3,3.5
1136,1243,2014,67.0,3,3.0
1137,1239,2014,67.0,3,3.5
1138,1243,2014,67.0,3,3.75
1139,1243,2014,67.0,3,3.75
1140,1744,2016,72.0,3,3.5
1141,1744,2016,70.0,3,3.5
1142,1748,2016,77.0,3,3.5
1143,1744,2016,68.0,3,3.75
1144,1744,2016,72.0,3,4.0
1145,1458,2015,57.0,3,2.75
1146,1462,2015,74.0,3,3.5
1147,2614,2021,70.0,2,2.75
1148,2614,2021,70.0,2,3.25
1149,1546,2015,70.0,2,2.75
1150,1546,2015,74.0,2,3.0
1151,1546,2015,70.0,2,3.0
1152,1550,2015,73.0,2,3.25
1153,1550,2015,70.0,2,3.25
1154,2150,2018,70.0,2,2.25
1155,2146,2018,73.0,2,2.5
1156,2150,2018,74.0,2,2.75
1157,2150,2018,70.0,2,3.0
1158,2146,2018,71.0,2,3.5
1159,1712,2016,70.0,3,2.75
1160,1712,2016,72.0,3,2.75
1161,1712,2016,75.0,3,3.25
1162,1712,2016,66.0,3,3.5
1163,2426,2019,68.0,3,3.25
1164,2450,2019,85.0,3,3.5
1165,414,2009,80.0,4,2.0
1166,414,2009,80.0,2,2.5
1167,414,2009,72.0,2,3.0
1168,414,2009,58.0,4,3.25
1169,414,2009,58.0,4,3.5
1170,431,2009,70.0,2,2.5
1171,431,2009,70.0,2,2.75
1172,431,2009,70.0,2,3.5
1173,431,2009,75.0,2,3.75
1174,1466,2015,70.0,4,3.5
1175,1466,2015,70.0,4,3.5
1176,1466,2015,70.0,4,3.5
1177,1466,2015,70.0,4,3.5
1178,1872,2016,70.0,4,2.75
1179,1327,2014,72.0,2,2.5
1180,1113,2013,100.0,,1.75
1181,1030,2013,70.0,2,4.0
1182,1654,2015,70.0,2,2.75
1183,2134,2018,75.0,4,2.75
1184,2386,2019,72.0,4,3.0
1185,2386,2019,80.0,4,3.0
1186,296,2008,80.0,,2.5
1187,296,2008,75.0,4,2.75
1188,245,2008,72.0,3,3.0
1189,300,2008,72.0,4,3.0
1190,552,2010,70.0,,2.75
1191,600,2010,70.0,4,2.75
1192,552,2010,70.0,,3.0
1193,623,2011,80.0,4,3.0
1194,623,2011,65.0,4,3.0
1195,623,2011,65.0,4,3.25
1196,809,2012,66.0,4,3.5
1197,1113,2013,100.0,1,2.5
1198,1109,2013,100.0,,2.75
1199,1113,2013,100.0,,2.75
1200,1038,2013,75.0,4,3.0
1201,1065,2013,90.0,2,3.0
1202,1065,2013,72.0,4,3.0
1203,1038,2013,80.0,4,3.5
1204,1065,2013,82.0,2,3.5
1205,1097,2013,70.0,3,3.25
1206,1097,2013,70.0,3,3.75
1207,1307,2014,70.0,3,3.0
1208,1311,2014,70.0,3,3.0
1209,1311,2014,70.0,3,3.0
1210,1387,2014,70.0,3,3.5
1211,1311,2014,70.0,3,3.75
1212,1542,2015,70.0,3,3.5
1213,729,2011,72.0,3,3.25
1214,737,2011,72.0,3,3.5
1215,725,2011,72.0,3,3.75
1216,725,2011,72.0,3,3.75
1217,733,2011,72.0,3,3.75
1218,733,2011,74.0,3,4.0
1219,737,2011,70.0,3,4.0
1220,737,2011,72.0,3,4.0
1221,737,2011,72.0,3,4.0
1222,1085,2013,72.0,3,3.75
1223,1788,2016,61.0,4,2.5
1224,1255,2014,77.0,3,3.0
1225,2008,2017,72.0,3,3.25
1226,943,2012,72.0,4,2.75
1227,943,2012,72.0,4,3.0
1228,1279,2014,72.0,2,2.25
1229,1279,2014,72.0,2,3.25
1230,1279,2014,72.0,2,3.25
1231,1275,2014,72.0,2,3.5
1232,2250,2018,72.0,4,2.75
1233,1546,2015,70.0,2,2.75
1234,1542,2015,70.0,2,3.5
1235,5,2006,71.0,5,2.0
1236,2146,2018,72.0,3,3.25
1237,1976,2017,67.0,4,3.0
1238,1976,2017,75.0,4,3.0
1239,1972,2017,72.0,3,3.5
1240,1976,2017,65.0,4,3.5
1241,1980,2017,70.0,4,3.5
1242,2008,2017,68.0,5,3.5
1243,2008,2017,78.0,4,3.75
1244,2100,2018,66.0,4,3.0
1245,2104,2018,73.0,4,3.25
1246,2104,2018,80.0,4,3.25
1247,1534,2015,63.0,2,2.75
1248,2458,2020,75.0,3,2.75
1249,2218,2018,70.0,3,3.0
1250,2214,2018,70.0,3,3.5
1251,2218,2018,70.0,3,3.5
1252,2218,2018,70.0,3,3.75
1253,1069,2013,82.0,5,3.0
1254,1069,2013,55.0,5,3.25
1255,1073,2013,62.0,5,3.25
1256,1061,2013,70.0,5,3.5
1257,2498,2020,68.0,4,3.75
1258,2498,2020,70.0,3,3.75
1259,2502,2020,67.0,4,3.75
1260,2394,2019,70.0,3,3.0
1261,2454,2019,72.0,4,3.0
1262,2390,2019,71.5,3,3.5
1263,2422,2019,68.0,4,3.75
1264,2454,2019,65.0,4,3.75
1265,2338,2019,75.0,3,3.0
1266,2338,2019,75.0,3,3.0
1267,2334,2019,75.0,3,3.25
1268,387,2009,65.0,,3.75
1269,837,2012,64.0,,2.5
1270,248,2008,85.0,4,2.5
1271,263,2008,75.0,4,2.5
1272,245,2008,75.0,4,2.75
1273,248,2008,85.0,4,2.75
1274,241,2008,70.0,4,3.0
1275,248,2008,85.0,4,3.0
1276,269,2008,85.0,4,3.0
1277,241,2008,70.0,4,3.5
1278,404,2009,70.0,,2.75
1279,423,2009,80.0,,2.75
1280,2708,2021,70.0,3,3.25
1281,2708,2021,70.0,3,3.5
1282,1133,2013,70.0,3,3.75
1283,431,2009,72.0,5,2.0
1284,2478,2020,70.0,3,3.25
1285,1251,2014,60.0,2,3.0
1286,1968,2017,70.0,2,3.0
1287,1968,2017,70.0,2,3.0
1288,2016,2017,70.0,2,3.25
1289,2064,2018,70.0,2,3.0
1290,2068,2018,70.0,2,3.25
1291,2044,2018,70.0,2,3.75
1292,2286,2019,70.0,2,3.0
1293,2282,2019,70.0,2,3.25
1294,1422,2014,72.0,2,2.5
1295,1422,2014,72.0,3,2.75
1296,1422,2014,72.0,3,3.0
1297,1422,2014,72.0,3,3.25
1298,1426,2014,90.0,2,3.25
1299,1426,2014,72.0,3,3.25
1300,1426,2014,72.0,3,3.25
1301,1852,2016,70.0,4,2.75
1302,1840,2016,70.0,4,3.25
1303,1852,2016,70.0,4,3.75
1304,1852,2016,70.0,4,3.75
1305,1359,2014,72.5,5,2.5
1306,1363,2014,72.5,5,2.5
1307,1359,2014,72.5,5,3.0
1308,1363,2014,72.5,5,3.0
1309,451,2009,68.0,5,3.0
1310,431,2009,64.0,5,3.5
1311,597,2010,71.0,5,3.0
1312,576,2010,75.0,5,3.25
1313,576,2010,74.0,5,3.75
1314,682,2011,74.0,5,3.75
1315,891,2012,74.0,5,3.25
1316,927,2012,68.0,5,3.75
1317,891,2012,70.0,5,4.0
1318,2426,2019,68.0,3,3.0
1319,1892,2016,70.0,,2.25
1320,1892,2016,70.0,,2.5
1321,1892,2016,70.0,,3.0
1322,1892,2016,70.0,,3.0
1323,2138,2018,70.0,2,3.0
1324,2138,2018,75.0,2,3.0
1325,2138,2018,70.0,4,3.25
1326,2138,2018,70.0,2,3.25
1327,2254,2018,70.0,2,3.5
1328,2254,2018,70.0,2,3.5
1329,2358,2019,72.0,2,3.5
1330,230,2008,74.0,4,3.5
1331,439,2009,60.0,4,3.0
1332,346,2009,68.0,4,3.25
1333,346,2009,69.0,4,3.5
1334,445,2009,60.0,4,3.75
1335,741,2011,68.0,4,3.5
1336,891,2012,66.0,4,3.5
1337,1121,2013,74.0,4,2.75
1338,1145,2013,60.0,4,3.25
1339,1189,2013,56.0,4,3.25
1340,721,2011,72.0,,2.5
1341,713,2011,60.0,,3.25
1342,2186,2018,70.0,2,3.0
1343,2182,2018,70.0,2,3.5
1344,2186,2018,70.0,2,3.5
1345,1434,2014,70.0,4,2.75
1346,1438,2014,68.0,4,2.75
1347,1590,2015,75.0,4,2.75
1348,1590,2015,75.0,4,2.75
1349,1590,2015,75.0,4,3.0
1350,1594,2015,75.0,4,3.0
1351,1590,2015,75.0,4,3.25
1352,1642,2015,75.0,4,3.25
1353,1638,2015,75.0,4,3.5
1354,1642,2015,75.0,4,3.75
1355,927,2012,70.0,,3.5
1356,327,2009,75.0,,2.5
1357,833,2012,75.0,5,3.0
1358,833,2012,75.0,5,3.0
1359,853,2012,72.0,5,3.0
1360,1784,2016,80.0,2,3.5
1361,2048,2018,71.0,3,3.0
1362,2048,2018,70.0,3,3.25
1363,2048,2018,73.0,3,3.5
1364,1972,2017,74.0,3,3.75
1365,2266,2019,70.0,3,2.75
1366,2262,2019,70.0,3,3.25
1367,2266,2019,70.0,3,3.5
1368,1371,2014,70.0,2,3.5
1369,1566,2015,70.0,2,3.0
1370,1562,2015,70.0,2,3.25
1371,1566,2015,70.0,2,3.25
1372,1562,2015,70.0,2,3.5
1373,1566,2015,70.0,2,3.5
1374,1728,2016,70.0,2,3.25
1375,1952,2017,70.0,2,3.25
1376,1952,2017,70.0,2,3.5
1377,1984,2017,70.0,3,4.0
1378,2122,2018,70.0,3,3.75
1379,2338,2019,70.0,3,3.25
1380,2442,2019,70.0,3,3.25
1381,2562,2021,70.0,3,3.5
1382,2562,2021,70.0,3,3.75
1383,1231,2014,71.0,3,3.5
1384,1856,2016,70.0,2,3.0
1385,947,2012,75.0,2,2.75
1386,947,2012,74.0,2,3.0
1387,855,2012,65.0,2,3.5
1388,903,2012,68.0,2,3.5
1389,947,2012,68.0,2,3.5
1390,903,2012,68.0,2,3.75
1391,157,2007,85.0,4,3.0
1392,2538,2020,72.0,2,2.5
1393,2538,2020,72.0,2,3.0
1394,2538,2020,72.0,2,3.0
1395,1049,2013,65.0,5,2.5
1396,1093,2013,71.0,4,3.0
1397,1097,2013,72.0,4,3.0
1398,1097,2013,70.0,4,3.5
1399,1395,2014,65.0,4,3.25
1400,1383,2014,70.0,2,3.75
1401,1395,2014,75.0,4,3.75
1402,2590,2021,70.0,3,2.75
1403,2586,2021,75.0,3,3.0
1404,1502,2015,75.0,2,2.0
1405,2194,2018,75.0,2,2.5
1406,2194,2018,70.0,2,3.0
1407,2198,2018,80.0,2,3.25
1408,2198,2018,78.0,2,3.5
1409,1976,2017,81.0,2,3.25
1410,2238,2018,70.0,2,3.0
1411,2692,2021,70.0,3,3.25
1412,2518,2020,72.0,3,3.25
1413,552,2010,46.0,5,2.75
1414,552,2010,60.0,5,3.0
1415,552,2010,58.0,5,3.0
1416,552,2010,65.0,5,3.5
1417,2506,2020,72.0,3,3.0
1418,2502,2020,73.0,3,3.25
1419,2502,2020,75.0,3,3.25
1420,2506,2020,68.0,3,3.25
1421,2506,2020,67.0,3,3.5
1422,552,2010,55.0,,2.25
1423,721,2011,70.0,,1.5
1424,2426,2019,75.0,3,2.5
1425,2430,2019,75.0,3,2.75
1426,284,2008,67.0,5,3.5
1427,288,2008,75.0,5,3.5
1428,284,2008,70.0,5,3.75
1429,284,2008,63.0,5,4.0
1430,2664,2021,70.0,2,2.5
1431,607,2010,72.0,4,2.75
1432,672,2011,70.0,4,2.5
1433,693,2011,70.0,4,2.75
1434,991,2012,70.0,4,3.25
1435,995,2012,70.0,4,3.25
1436,995,2012,70.0,4,3.5
1437,1085,2013,70.0,4,2.75
1438,1089,2013,70.0,4,2.75
1439,1089,2013,70.0,4,2.75
1440,1085,2013,70.0,4,3.5
1441,1940,2017,73.0,2,3.5
1442,300,2008,75.0,4,2.0
1443,308,2008,70.0,4,3.0
1444,308,2008,70.0,5,3.25
1445,308,2008,70.0,5,3.75
1446,531,2010,70.0,4,2.0
1447,184,2007,75.0,4,2.75
1448,184,2007,73.0,4,3.5
1449,1121,2013,65.0,5,3.5
1450,2226,2018,70.0,3,2.75
1451,311,2009,55.0,5,2.75
1452,502,2010,55.0,5,3.5
1453,1856,2016,70.0,3,3.0
1454,821,2012,74.0,3,3.75
1455,1219,2014,74.0,3,2.5
1456,1219,2014,74.0,3,2.75
1457,1446,2015,74.0,2,2.5
1458,1331,2014,70.0,4,2.75
1459,1007,2012,72.0,3,2.75
1460,1007,2012,72.0,3,3.0
1461,1003,2012,72.0,3,3.25
1462,1007,2012,72.0,3,3.25
1463,1089,2013,72.0,3,3.75
1464,1522,2015,72.0,3,3.5
1465,1522,2015,72.0,3,3.75
1466,2032,2017,70.0,3,3.25
1467,2442,2019,70.0,3,3.5
1468,871,2012,70.0,2,3.25
1469,875,2012,70.0,2,3.25
1470,871,2012,70.0,2,3.5
1471,1279,2014,85.0,2,3.5
1472,1255,2014,70.0,2,3.75
1473,1848,2016,70.0,3,3.5
1474,1844,2016,70.0,3,3.75
1475,1606,2015,70.0,3,2.75
1476,1610,2015,75.0,3,2.75
1477,1610,2015,72.0,3,3.0
1478,1474,2015,70.0,3,3.5
1479,1474,2015,62.0,3,3.5
1480,1478,2015,70.0,3,3.5
1481,1606,2015,70.0,3,3.5
1482,1606,2015,68.0,3,3.5
1483,1634,2015,78.0,3,3.5
1484,1896,2016,75.0,3,3.25
1485,1956,2017,73.0,2,3.0
1486,2262,2018,72.0,3,3.0
1487,2262,2018,72.0,3,3.25
1488,2040,2018,72.0,3,3.5
1489,1884,2016,70.0,3,2.75
1490,2610,2021,80.0,3,3.25
1491,2610,2021,70.0,3,3.5
1492,2598,2021,72.0,3,2.75
1493,2598,2021,72.0,3,2.75
1494,2598,2021,72.0,3,3.25
1495,1808,2016,75.0,2,3.25
1496,2158,2018,75.0,2,2.75
1497,895,2012,80.0,3,3.0
1498,845,2012,76.0,3,3.5
1499,845,2012,72.0,3,3.5
1500,845,2012,70.0,3,3.5
1501,849,2012,78.0,3,3.5
1502,955,2012,74.0,3,3.5
1503,1149,2013,75.0,3,3.5
1504,1650,2015,85.0,2,3.25
1505,1650,2015,68.0,2,3.5
1506,1650,2015,70.0,2,3.75
1507,2258,2018,75.0,3,3.5
1508,537,2010,65.0,,3.0
1509,544,2010,65.0,,3.0
1510,544,2010,65.0,,3.25
1511,544,2010,65.0,,3.5
1512,1189,2013,74.0,4,2.25
1513,1189,2013,89.0,4,2.5
1514,1836,2016,76.0,3,2.75
1515,1836,2016,82.0,3,3.0
1516,1836,2016,74.0,3,3.25
1517,572,2010,81.0,2,2.75
1518,572,2010,75.0,2,3.0
1519,572,2010,70.0,2,3.25
1520,713,2011,81.0,2,2.75
1521,777,2011,71.0,2,2.75
1522,701,2011,76.0,2,3.0
1523,709,2011,70.0,2,3.0
1524,777,2011,75.0,2,3.0
1525,777,2011,73.0,2,3.25
1526,672,2011,72.0,2,3.5
1527,773,2011,70.0,2,3.5
1528,777,2011,74.0,2,3.75
1529,999,2012,72.0,2,2.5
1530,999,2012,73.0,2,2.75
1531,959,2012,73.0,2,3.5
1532,1359,2014,75.0,2,3.75
1533,1450,2015,76.0,2,3.0
1534,1450,2015,74.0,2,3.25
1535,1177,2013,72.0,3,3.5
1536,1181,2013,70.0,3,3.75
1537,1177,2013,68.0,3,4.0
1538,1177,2013,74.0,3,4.0
1539,2704,2021,70.0,3,3.5
1540,1367,2014,70.0,2,3.25
1541,1367,2014,70.0,2,3.25
1542,1430,2014,82.0,2,3.25
1543,1430,2014,63.0,3,3.5
1544,2482,2020,70.0,3,3.0
1545,2486,2020,75.0,3,3.0
1546,2482,2020,65.0,3,3.25
1547,1728,2016,72.0,2,3.0
1548,2474,2020,70.0,3,2.5
1549,2478,2020,70.0,3,3.25
1550,1287,2014,70.0,2,2.5
